,county,eis facility id,agency facility id,tri facility id,company name,site name,facility source type,site latitude,site longitude,address,city,zip code,pollutant code,pollutant type(s),total emissions,emissions uom,data set
1887172,Alameda,18491311,1130321420,,,CITY OF BERKELEY FIRE STATION#6,,37.874837,-122.29666100000001,999 CEDAR STREET,BERKELEY,94710,NOX,CAP,0.03768038,TON,2017NEI_Feb2020
1887175,Alameda,18491311,1130321420,,,CITY OF BERKELEY FIRE STATION#6,,37.874837,-122.29666100000001,999 CEDAR STREET,BERKELEY,94710,PM10-PRI,CAP,0.000886715,TON,2017NEI_Feb2020
1887177,Alameda,18491311,1130321420,,,CITY OF BERKELEY FIRE STATION#6,,37.874837,-122.29666100000001,999 CEDAR STREET,BERKELEY,94710,PM25-PRI,CAP,0.000865471,TON,2017NEI_Feb2020
1887188,Alameda,18491611,1130321515,,,COOKS COLLISION OF FREMONT,,37.515947,-121.98115,41041 ALBRAE STREET,FREMONT,94538,NOX,CAP,0.14604054,TON,2017NEI_Feb2020
1887191,Alameda,18491611,1130321515,,,COOKS COLLISION OF FREMONT,,37.515947,-121.98115,41041 ALBRAE STREET,FREMONT,94538,PM10-PRI,CAP,0.0031242870000000003,TON,2017NEI_Feb2020
1887193,Alameda,18491611,1130321515,,,COOKS COLLISION OF FREMONT,,37.515947,-121.98115,41041 ALBRAE STREET,FREMONT,94538,PM25-PRI,CAP,0.0031242870000000003,TON,2017NEI_Feb2020
1887216,Alameda,18491811,1130321651,,,CITY OF OAKLAND,,37.756203,-122.15731699999999,9333 SENECA STREET,OAKLAND,94605,NOX,CAP,0.02154898,TON,2017NEI_Feb2020
1887219,Alameda,18491811,1130321651,,,CITY OF OAKLAND,,37.756203,-122.15731699999999,9333 SENECA STREET,OAKLAND,94605,PM10-PRI,CAP,0.000781215,TON,2017NEI_Feb2020
1887221,Alameda,18491811,1130321651,,,CITY OF OAKLAND,,37.756203,-122.15731699999999,9333 SENECA STREET,OAKLAND,94605,PM25-PRI,CAP,0.000762498,TON,2017NEI_Feb2020
1887249,Alameda,18492311,1130321982,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.609629999999996,-122.07281100000002,2931 FABER STREET,UNION CITY,94587,NOX,CAP,0.003408503,TON,2017NEI_Feb2020
1887252,Alameda,18492311,1130321982,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.609629999999996,-122.07281100000002,2931 FABER STREET,UNION CITY,94587,PM10-PRI,CAP,0.000144757,TON,2017NEI_Feb2020
1887254,Alameda,18492311,1130321982,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.609629999999996,-122.07281100000002,2931 FABER STREET,UNION CITY,94587,PM25-PRI,CAP,0.000141289,TON,2017NEI_Feb2020
1887278,Alameda,18492611,1130322005,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.67902,-121.722567,2047 RESEARCH DRIVE,LIVERMORE,94550,NOX,CAP,0.0023616979999999997,TON,2017NEI_Feb2020
1887281,Alameda,18492611,1130322005,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.67902,-121.722567,2047 RESEARCH DRIVE,LIVERMORE,94550,PM10-PRI,CAP,0.000100302,TON,2017NEI_Feb2020
1887283,Alameda,18492611,1130322005,,,NEW CINGULAR WIRELESS PCS DBA AT&T MOBILITY,,37.67902,-121.722567,2047 RESEARCH DRIVE,LIVERMORE,94550,PM25-PRI,CAP,9.789899999999999e-05,TON,2017NEI_Feb2020
1887304,Alameda,18492711,1130322033,,,OAKLAND MUSEUM OF CALIFORNIA,,37.797089,-122.263954,1000 OAK STREET,OAKLAND,94607,NOX,CAP,0.33330703899999997,TON,2017NEI_Feb2020
1887307,Alameda,18492711,1130322033,,,OAKLAND MUSEUM OF CALIFORNIA,,37.797089,-122.263954,1000 OAK STREET,OAKLAND,94607,PM10-PRI,CAP,0.03319693,TON,2017NEI_Feb2020
1887309,Alameda,18492711,1130322033,,,OAKLAND MUSEUM OF CALIFORNIA,,37.797089,-122.263954,1000 OAK STREET,OAKLAND,94607,PM25-PRI,CAP,0.033195634,TON,2017NEI_Feb2020
1887332,Alameda,18492911,1130322039,,,NEW CINGULAR WIRELESS PCS DB AT&T MOBILITY,,37.878852,-122.30658700000001,1255 EASTSHORE HWY,BERKELEY,94710,NOX,CAP,0.00151236,TON,2017NEI_Feb2020
1887335,Alameda,18492911,1130322039,,,NEW CINGULAR WIRELESS PCS DB AT&T MOBILITY,,37.878852,-122.30658700000001,1255 EASTSHORE HWY,BERKELEY,94710,PM10-PRI,CAP,6.4231e-05,TON,2017NEI_Feb2020
1887337,Alameda,18492911,1130322039,,,NEW CINGULAR WIRELESS PCS DB AT&T MOBILITY,,37.878852,-122.30658700000001,1255 EASTSHORE HWY,BERKELEY,94710,PM25-PRI,CAP,6.2692e-05,TON,2017NEI_Feb2020
1887354,Alameda,18493511,1130322229,,,ROYAL TRUCK BODY,,37.603652000000004,-122.0337,930 WHIPPLE ROAD,UNION CITY,94587,NOX,CAP,0.01830349,TON,2017NEI_Feb2020
1887357,Alameda,18493511,1130322229,,,ROYAL TRUCK BODY,,37.603652000000004,-122.0337,930 WHIPPLE ROAD,UNION CITY,94587,PM10-PRI,CAP,0.000391571,TON,2017NEI_Feb2020
1887359,Alameda,18493511,1130322229,,,ROYAL TRUCK BODY,,37.603652000000004,-122.0337,930 WHIPPLE ROAD,UNION CITY,94587,PM25-PRI,CAP,0.000391571,TON,2017NEI_Feb2020
1887380,Alameda,18493611,1130322230,,,THE REGENTS OF THE UNIVERSITY OF CA - BERKELEY,,37.873416999999996,-122.302135,1608 4TH STREET,BERKELEY,94710,NOX,CAP,0.002580481,TON,2017NEI_Feb2020
1887383,Alameda,18493611,1130322230,,,THE REGENTS OF THE UNIVERSITY OF CA - BERKELEY,,37.873416999999996,-122.302135,1608 4TH STREET,BERKELEY,94710,PM10-PRI,CAP,3.5379e-05,TON,2017NEI_Feb2020
1887385,Alameda,18493611,1130322230,,,THE REGENTS OF THE UNIVERSITY OF CA - BERKELEY,,37.873416999999996,-122.302135,1608 4TH STREET,BERKELEY,94710,PM25-PRI,CAP,3.4531e-05,TON,2017NEI_Feb2020
1887392,Alameda,18493911,1130322279,,,VERIZON WIRELESS (BROADWAY & 29TH),,37.812363,-122.26516000000001,2923 WEBSTER STREET,OAKLAND,94609,NOX,CAP,0.000175533,TON,2017NEI_Feb2020
1887395,Alameda,18493911,1130322279,,,VERIZON WIRELESS (BROADWAY & 29TH),,37.812363,-122.26516000000001,2923 WEBSTER STREET,OAKLAND,94609,PM10-PRI,CAP,0.00017484,TON,2017NEI_Feb2020
1887397,Alameda,18493911,1130322279,,,VERIZON WIRELESS (BROADWAY & 29TH),,37.812363,-122.26516000000001,2923 WEBSTER STREET,OAKLAND,94609,PM25-PRI,CAP,0.00017484,TON,2017NEI_Feb2020
1887422,Alameda,18494211,1130322335,,,"HAYWARD POINT EDEN I, LP C/O CBRE",,37.624280999999996,-122.12417099999999,3955 TRUST WAY,HAYWARD,94545,NOX,CAP,0.05526476,TON,2017NEI_Feb2020
1887425,Alameda,18494211,1130322335,,,"HAYWARD POINT EDEN I, LP C/O CBRE",,37.624280999999996,-122.12417099999999,3955 TRUST WAY,HAYWARD,94545,PM10-PRI,CAP,0.00120896,TON,2017NEI_Feb2020
1887427,Alameda,18494211,1130322335,,,"HAYWARD POINT EDEN I, LP C/O CBRE",,37.624280999999996,-122.12417099999999,3955 TRUST WAY,HAYWARD,94545,PM25-PRI,CAP,0.001179995,TON,2017NEI_Feb2020
1887437,Alameda,18494511,1130322412,,,VERIZON WIRELESS (TELEGRAPH & BROADWAY),,37.802917,-122.269379,1404 FRANKLIN STREET,OAKLAND,94612,NOX,CAP,0.01052452,TON,2017NEI_Feb2020
1887440,Alameda,18494511,1130322412,,,VERIZON WIRELESS (TELEGRAPH & BROADWAY),,37.802917,-122.269379,1404 FRANKLIN STREET,OAKLAND,94612,PM10-PRI,CAP,3.0952e-05,TON,2017NEI_Feb2020
1887442,Alameda,18494511,1130322412,,,VERIZON WIRELESS (TELEGRAPH & BROADWAY),,37.802917,-122.269379,1404 FRANKLIN STREET,OAKLAND,94612,PM25-PRI,CAP,3.0952e-05,TON,2017NEI_Feb2020
1887471,Alameda,18495111,1130322640,,,"SFI PLEASANTON, LLC",,37.700919,-121.88016299999998,4420 ROSEWOOD DRIVE,PLEASANTON,94588,NOX,CAP,0.023928099999999997,TON,2017NEI_Feb2020
1887474,Alameda,18495111,1130322640,,,"SFI PLEASANTON, LLC",,37.700919,-121.88016299999998,4420 ROSEWOOD DRIVE,PLEASANTON,94588,PM10-PRI,CAP,0.000328057,TON,2017NEI_Feb2020
1887476,Alameda,18495111,1130322640,,,"SFI PLEASANTON, LLC",,37.700919,-121.88016299999998,4420 ROSEWOOD DRIVE,PLEASANTON,94588,PM25-PRI,CAP,0.000320197,TON,2017NEI_Feb2020
1887497,Alameda,18495211,1130322641,,,"SFI PLEASANTON, LLC",,37.700932,-121.880696,4430 ROSEWOOD DRIVE,PLEASANTON,94588,NOX,CAP,0.08138052900000001,TON,2017NEI_Feb2020
1887500,Alameda,18495211,1130322641,,,"SFI PLEASANTON, LLC",,37.700932,-121.880696,4430 ROSEWOOD DRIVE,PLEASANTON,94588,PM10-PRI,CAP,0.005091007,TON,2017NEI_Feb2020
1887502,Alameda,18495211,1130322641,,,"SFI PLEASANTON, LLC",,37.700932,-121.880696,4430 ROSEWOOD DRIVE,PLEASANTON,94588,PM25-PRI,CAP,0.005079449000000001,TON,2017NEI_Feb2020
1887509,Alameda,18495311,1130322686,,,SERVICE KING PAINT & BODY,,37.743388,-122.20021399999999,7801 OAKPORT STREET,OAKLAND,94621,NOX,CAP,0.09012177,TON,2017NEI_Feb2020
1887512,Alameda,18495311,1130322686,,,SERVICE KING PAINT & BODY,,37.743388,-122.20021399999999,7801 OAKPORT STREET,OAKLAND,94621,PM10-PRI,CAP,0.001927999,TON,2017NEI_Feb2020
1887514,Alameda,18495311,1130322686,,,SERVICE KING PAINT & BODY,,37.743388,-122.20021399999999,7801 OAKPORT STREET,OAKLAND,94621,PM25-PRI,CAP,0.001927999,TON,2017NEI_Feb2020
1887521,Alameda,18495411,1130322714,,,SERVICE KING PAINT & BODY,,37.505837,-121.956827,4311 SOLAR WAY,FREMONT,94538,NOX,CAP,0.1361977,TON,2017NEI_Feb2020
1887524,Alameda,18495411,1130322714,,,SERVICE KING PAINT & BODY,,37.505837,-121.956827,4311 SOLAR WAY,FREMONT,94538,PM10-PRI,CAP,0.0029137140000000004,TON,2017NEI_Feb2020
1887526,Alameda,18495411,1130322714,,,SERVICE KING PAINT & BODY,,37.505837,-121.956827,4311 SOLAR WAY,FREMONT,94538,PM25-PRI,CAP,0.0029137140000000004,TON,2017NEI_Feb2020
1887533,Alameda,18495511,1130322853,,,MJM POWDER COATING,,37.504227,-121.964372,45301 INDUSTRIL PLC #8,FREMONT,94538,NOX,CAP,0.000560924,TON,2017NEI_Feb2020
1887536,Alameda,18495511,1130322853,,,MJM POWDER COATING,,37.504227,-121.964372,45301 INDUSTRIL PLC #8,FREMONT,94538,PM10-PRI,CAP,1.2e-05,TON,2017NEI_Feb2020
1887538,Alameda,18495511,1130322853,,,MJM POWDER COATING,,37.504227,-121.964372,45301 INDUSTRIL PLC #8,FREMONT,94538,PM25-PRI,CAP,1.2e-05,TON,2017NEI_Feb2020
1887567,Alameda,18495611,1130322884,,,BROADWAY FRANKLIN LLC,,37.802822,-122.27293600000002,1111 BROADWAY,OAKLAND,94607,NOX,CAP,0.47658623,TON,2017NEI_Feb2020
1887570,Alameda,18495611,1130322884,,,BROADWAY FRANKLIN LLC,,37.802822,-122.27293600000002,1111 BROADWAY,OAKLAND,94607,PM10-PRI,CAP,0.013290498000000001,TON,2017NEI_Feb2020
1887572,Alameda,18495611,1130322884,,,BROADWAY FRANKLIN LLC,,37.802822,-122.27293600000002,1111 BROADWAY,OAKLAND,94607,PM25-PRI,CAP,0.013270773000000001,TON,2017NEI_Feb2020
1887602,Alameda,18496111,1130323127,,,COMCAST OF CALIFORNIA V INC,,37.694412,-122.08904199999999,2536A SAN CARLOS AVENUE,CASTRO VALLEY,94546,NOX,CAP,0.001229287,TON,2017NEI_Feb2020
1887605,Alameda,18496111,1130323127,,,COMCAST OF CALIFORNIA V INC,,37.694412,-122.08904199999999,2536A SAN CARLOS AVENUE,CASTRO VALLEY,94546,PM10-PRI,CAP,4.1721e-05,TON,2017NEI_Feb2020
1887607,Alameda,18496111,1130323127,,,COMCAST OF CALIFORNIA V INC,,37.694412,-122.08904199999999,2536A SAN CARLOS AVENUE,CASTRO VALLEY,94546,PM25-PRI,CAP,4.0721e-05,TON,2017NEI_Feb2020
1887629,Alameda,18496311,1130323161,,,ALAMEDA COUNTY GSA,,37.747516999999995,-122.204297,7195 OAKPORT STREET,OAKLAND,94621,NOX,CAP,0.02292476,TON,2017NEI_Feb2020
1887632,Alameda,18496311,1130323161,,,ALAMEDA COUNTY GSA,,37.747516999999995,-122.204297,7195 OAKPORT STREET,OAKLAND,94621,PM10-PRI,CAP,0.000532727,TON,2017NEI_Feb2020
1887634,Alameda,18496311,1130323161,,,ALAMEDA COUNTY GSA,,37.747516999999995,-122.204297,7195 OAKPORT STREET,OAKLAND,94621,PM25-PRI,CAP,0.000519964,TON,2017NEI_Feb2020
1887656,Alameda,18496511,1130323711,,,USPA CITY CENTER LLC C/O HARVEST PROPERTIES,,37.803681,-122.27533500000001,555 12TH STREET,OAKLAND,94607,NOX,CAP,0.4350651,TON,2017NEI_Feb2020
1887659,Alameda,18496511,1130323711,,,USPA CITY CENTER LLC C/O HARVEST PROPERTIES,,37.803681,-122.27533500000001,555 12TH STREET,OAKLAND,94607,PM10-PRI,CAP,0.022692723999999997,TON,2017NEI_Feb2020
1887661,Alameda,18496511,1130323711,,,USPA CITY CENTER LLC C/O HARVEST PROPERTIES,,37.803681,-122.27533500000001,555 12TH STREET,OAKLAND,94607,PM25-PRI,CAP,0.022613665,TON,2017NEI_Feb2020
1887689,Alameda,18496811,1130324068,,,KBS SOR II OAKLAND CITY CENTER LLC,,37.805345,-122.272888,505 14TH STREET,OAKLAND,94612,NOX,CAP,0.028624574,TON,2017NEI_Feb2020
1887692,Alameda,18496811,1130324068,,,KBS SOR II OAKLAND CITY CENTER LLC,,37.805345,-122.272888,505 14TH STREET,OAKLAND,94612,PM10-PRI,CAP,0.000392447,TON,2017NEI_Feb2020
1887694,Alameda,18496811,1130324068,,,KBS SOR II OAKLAND CITY CENTER LLC,,37.805345,-122.272888,505 14TH STREET,OAKLAND,94612,PM25-PRI,CAP,0.00038304400000000003,TON,2017NEI_Feb2020
1887723,Alameda,18496911,1130324072,,,EQUITY OFFICE PROPERTIES,,37.83784,-122.29863999999999,"2100 POWELL ST, STE 125",EMERYVILLE,94608,NOX,CAP,0.41368547,TON,2017NEI_Feb2020
1887726,Alameda,18496911,1130324072,,,EQUITY OFFICE PROPERTIES,,37.83784,-122.29863999999999,"2100 POWELL ST, STE 125",EMERYVILLE,94608,PM10-PRI,CAP,0.012079392,TON,2017NEI_Feb2020
1887728,Alameda,18496911,1130324072,,,EQUITY OFFICE PROPERTIES,,37.83784,-122.29863999999999,"2100 POWELL ST, STE 125",EMERYVILLE,94608,PM25-PRI,CAP,0.012017054,TON,2017NEI_Feb2020
1890403,Alameda,18529911,1130323522,,,"1650 65TH STREET, LLC",,37.846293,-122.29529,1650 65TH STREET,EMERYVILLE,94608,NOX,CAP,0.00023458900000000003,TON,2017NEI_Feb2020
1890406,Alameda,18529911,1130323522,,,"1650 65TH STREET, LLC",,37.846293,-122.29529,1650 65TH STREET,EMERYVILLE,94608,PM10-PRI,CAP,1.7212e-05,TON,2017NEI_Feb2020
1890408,Alameda,18529911,1130323522,,,"1650 65TH STREET, LLC",,37.846293,-122.29529,1650 65TH STREET,EMERYVILLE,94608,PM25-PRI,CAP,1.1536e-05,TON,2017NEI_Feb2020
1891535,Alameda,18539011,1130320141,,,WESTERN DIGITAL CORPORATION,,37.500197,-121.93088600000002,1250 RELIANCE WAY,FREMONT,94539,NOX,CAP,0.001466381,TON,2017NEI_Feb2020
1891538,Alameda,18539011,1130320141,,,WESTERN DIGITAL CORPORATION,,37.500197,-121.93088600000002,1250 RELIANCE WAY,FREMONT,94539,PM10-PRI,CAP,5.9672e-05,TON,2017NEI_Feb2020
1891540,Alameda,18539011,1130320141,,,WESTERN DIGITAL CORPORATION,,37.500197,-121.93088600000002,1250 RELIANCE WAY,FREMONT,94539,PM25-PRI,CAP,5.8241999999999996e-05,TON,2017NEI_Feb2020
1891547,Alameda,18539111,1130320607,,,SEEO INC,,37.622565,-122.124153,3906 TRUST WAY,HAYWARD,94545,NOX,CAP,0.24998499999999998,TON,2017NEI_Feb2020
1891550,Alameda,18539111,1130320607,,,SEEO INC,,37.622565,-122.124153,3906 TRUST WAY,HAYWARD,94545,PM10-PRI,CAP,0.0053479999999999995,TON,2017NEI_Feb2020
1891552,Alameda,18539111,1130320607,,,SEEO INC,,37.622565,-122.124153,3906 TRUST WAY,HAYWARD,94545,PM25-PRI,CAP,0.0053479999999999995,TON,2017NEI_Feb2020
1891577,Alameda,18539211,1130320673,,,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.69777,-122.18261299999999,2603 FAIRVIEW DRIVE,SAN LEANDRO,94577,NOX,CAP,0.01921285,TON,2017NEI_Feb2020
1891580,Alameda,18539211,1130320673,,,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.69777,-122.18261299999999,2603 FAIRVIEW DRIVE,SAN LEANDRO,94577,PM10-PRI,CAP,0.00026341,TON,2017NEI_Feb2020
1891582,Alameda,18539211,1130320673,,,ALAMEDA COUNTY PUBLIC WORKS AGENCY,,37.69777,-122.18261299999999,2603 FAIRVIEW DRIVE,SAN LEANDRO,94577,PM25-PRI,CAP,0.0002571,TON,2017NEI_Feb2020
1891603,Alameda,18539311,1130320703,,,BAY AREA RAPID TRANIST DIST (BART),,37.796853999999996,-122.275697,418 CLAY STREET,OAKLAND,94607,NOX,CAP,0.00518412,TON,2017NEI_Feb2020
1891606,Alameda,18539311,1130320703,,,BAY AREA RAPID TRANIST DIST (BART),,37.796853999999996,-122.275697,418 CLAY STREET,OAKLAND,94607,PM10-PRI,CAP,0.000112499,TON,2017NEI_Feb2020
1891608,Alameda,18539311,1130320703,,,BAY AREA RAPID TRANIST DIST (BART),,37.796853999999996,-122.275697,418 CLAY STREET,OAKLAND,94607,PM25-PRI,CAP,0.00010980299999999999,TON,2017NEI_Feb2020
1891629,Alameda,18539411,1130320886,,,CITY OF LIVERMORE SEWAGE TP,,37.655941,-121.817443,20972 ISABLE AVENUE,LIVERMORE,94550,NOX,CAP,0.0013119720000000002,TON,2017NEI_Feb2020
1891632,Alameda,18539411,1130320886,,,CITY OF LIVERMORE SEWAGE TP,,37.655941,-121.817443,20972 ISABLE AVENUE,LIVERMORE,94550,PM10-PRI,CAP,4.7471999999999995e-05,TON,2017NEI_Feb2020
1891634,Alameda,18539411,1130320886,,,CITY OF LIVERMORE SEWAGE TP,,37.655941,-121.817443,20972 ISABLE AVENUE,LIVERMORE,94550,PM25-PRI,CAP,4.6333999999999994e-05,TON,2017NEI_Feb2020
1891655,Alameda,18539511,1130320971,,,CITY OF BERKELEY FIRE STATION #5,,37.860562,-122.2675,2680 SHATTUCK AVENUE,BERKELEY,94704,NOX,CAP,0.01627267,TON,2017NEI_Feb2020
1891658,Alameda,18539511,1130320971,,,CITY OF BERKELEY FIRE STATION #5,,37.860562,-122.2675,2680 SHATTUCK AVENUE,BERKELEY,94704,PM10-PRI,CAP,0.00026680599999999997,TON,2017NEI_Feb2020
1891660,Alameda,18539511,1130320971,,,CITY OF BERKELEY FIRE STATION #5,,37.860562,-122.2675,2680 SHATTUCK AVENUE,BERKELEY,94704,PM25-PRI,CAP,0.000260414,TON,2017NEI_Feb2020
1891681,Alameda,18539611,1130321004,,,LEVEL 3 COMMUNICATIONS,,37.637932,-122.129979,23965 CONNECTICUT ST,HAYWARD,94545,NOX,CAP,0.02040927,TON,2017NEI_Feb2020
1891684,Alameda,18539611,1130321004,,,LEVEL 3 COMMUNICATIONS,,37.637932,-122.129979,23965 CONNECTICUT ST,HAYWARD,94545,PM10-PRI,CAP,0.000279813,TON,2017NEI_Feb2020
1891686,Alameda,18539611,1130321004,,,LEVEL 3 COMMUNICATIONS,,37.637932,-122.129979,23965 CONNECTICUT ST,HAYWARD,94545,PM25-PRI,CAP,0.000273109,TON,2017NEI_Feb2020
1891707,Alameda,18539711,1130321190,,,CITY OF ALAMEDA,,37.760736,-122.262198,GRAND ST & SE CORNER OTIS DR,ALAMEDA,94501,NOX,CAP,0.000507451,TON,2017NEI_Feb2020
1891710,Alameda,18539711,1130321190,,,CITY OF ALAMEDA,,37.760736,-122.262198,GRAND ST & SE CORNER OTIS DR,ALAMEDA,94501,PM10-PRI,CAP,1.8407000000000002e-05,TON,2017NEI_Feb2020
1891712,Alameda,18539711,1130321190,,,CITY OF ALAMEDA,,37.760736,-122.262198,GRAND ST & SE CORNER OTIS DR,ALAMEDA,94501,PM25-PRI,CAP,1.7966e-05,TON,2017NEI_Feb2020
1891733,Alameda,18539811,1130321192,,,CITY OF DUBLIN/PUBLIC WORKS,,37.702441,-121.917781,100 CIVIC PLAZA,DUBLIN,94568,NOX,CAP,0.007961873000000001,TON,2017NEI_Feb2020
1891736,Alameda,18539811,1130321192,,,CITY OF DUBLIN/PUBLIC WORKS,,37.702441,-121.917781,100 CIVIC PLAZA,DUBLIN,94568,PM10-PRI,CAP,0.00018463599999999999,TON,2017NEI_Feb2020
1891738,Alameda,18539811,1130321192,,,CITY OF DUBLIN/PUBLIC WORKS,,37.702441,-121.917781,100 CIVIC PLAZA,DUBLIN,94568,PM25-PRI,CAP,0.00018021200000000002,TON,2017NEI_Feb2020
1891759,Alameda,18539911,1130321211,,,CITY OF HAYWARD FIRE DEPARTMENT,,37.631111,-122.063308,28270 HUNTWOOD AVE,HAYWARD,94544,NOX,CAP,0.0015840329999999999,TON,2017NEI_Feb2020
1891762,Alameda,18539911,1130321211,,,CITY OF HAYWARD FIRE DEPARTMENT,,37.631111,-122.063308,28270 HUNTWOOD AVE,HAYWARD,94544,PM10-PRI,CAP,0.000420778,TON,2017NEI_Feb2020
1891764,Alameda,18539911,1130321211,,,CITY OF HAYWARD FIRE DEPARTMENT,,37.631111,-122.063308,28270 HUNTWOOD AVE,HAYWARD,94544,PM25-PRI,CAP,0.00041069699999999996,TON,2017NEI_Feb2020
1891785,Alameda,18540011,1130321267,,,FREMONT HOSPITAL,,37.545691,-121.979252,39001 SUNDALE DRIVE,FREMONT,94538,NOX,CAP,0.04634119,TON,2017NEI_Feb2020
1891788,Alameda,18540011,1130321267,,,FREMONT HOSPITAL,,37.545691,-121.979252,39001 SUNDALE DRIVE,FREMONT,94538,PM10-PRI,CAP,0.001224565,TON,2017NEI_Feb2020
1891790,Alameda,18540011,1130321267,,,FREMONT HOSPITAL,,37.545691,-121.979252,39001 SUNDALE DRIVE,FREMONT,94538,PM25-PRI,CAP,0.001195226,TON,2017NEI_Feb2020
1891811,Alameda,18540111,1130321421,,,SAN LUIS & DELTA MENDOTA WATER AUTHORITY (SLDMWA),,37.747376,-121.55956599999999,17601 W GRANTLINE RD,LIVERMORE,95391,NOX,CAP,0.003345559,TON,2017NEI_Feb2020
1891814,Alameda,18540111,1130321421,,,SAN LUIS & DELTA MENDOTA WATER AUTHORITY (SLDMWA),,37.747376,-121.55956599999999,17601 W GRANTLINE RD,LIVERMORE,95391,PM10-PRI,CAP,0.000176733,TON,2017NEI_Feb2020
1891816,Alameda,18540111,1130321421,,,SAN LUIS & DELTA MENDOTA WATER AUTHORITY (SLDMWA),,37.747376,-121.55956599999999,17601 W GRANTLINE RD,LIVERMORE,95391,PM25-PRI,CAP,0.000172498,TON,2017NEI_Feb2020
1891837,Alameda,18540211,1130321422,,,CITY OF FREMONT FIRE STATION #9,,37.55722,-121.95747,39609 STEVENSON PLACE,FREMONT,94538,NOX,CAP,0.009932871,TON,2017NEI_Feb2020
1891840,Alameda,18540211,1130321422,,,CITY OF FREMONT FIRE STATION #9,,37.55722,-121.95747,39609 STEVENSON PLACE,FREMONT,94538,PM10-PRI,CAP,0.00046625599999999996,TON,2017NEI_Feb2020
1891842,Alameda,18540211,1130321422,,,CITY OF FREMONT FIRE STATION #9,,37.55722,-121.95747,39609 STEVENSON PLACE,FREMONT,94538,PM25-PRI,CAP,0.000455085,TON,2017NEI_Feb2020
1891863,Alameda,18540311,1130321423,,,CITY OF FREMONT-FIRE STATION #10,,37.565224,-122.05179199999999,1 DEEP CREEK ROAD,FREMONT,94538,NOX,CAP,0.05150378,TON,2017NEI_Feb2020
1891866,Alameda,18540311,1130321423,,,CITY OF FREMONT-FIRE STATION #10,,37.565224,-122.05179199999999,1 DEEP CREEK ROAD,FREMONT,94538,PM10-PRI,CAP,0.002417623,TON,2017NEI_Feb2020
1891868,Alameda,18540311,1130321423,,,CITY OF FREMONT-FIRE STATION #10,,37.565224,-122.05179199999999,1 DEEP CREEK ROAD,FREMONT,94538,PM25-PRI,CAP,0.002359701,TON,2017NEI_Feb2020
1891889,Alameda,18540411,1130321428,,,CITY OF FREMONT-FIRE STATION #5,,37.484842,-121.92608700000001,55 HACKAMORE LANE,FREMONT,94539,NOX,CAP,0.05150378,TON,2017NEI_Feb2020
1891892,Alameda,18540411,1130321428,,,CITY OF FREMONT-FIRE STATION #5,,37.484842,-121.92608700000001,55 HACKAMORE LANE,FREMONT,94539,PM10-PRI,CAP,0.002417623,TON,2017NEI_Feb2020
1891894,Alameda,18540411,1130321428,,,CITY OF FREMONT-FIRE STATION #5,,37.484842,-121.92608700000001,55 HACKAMORE LANE,FREMONT,94539,PM25-PRI,CAP,0.002359701,TON,2017NEI_Feb2020
1891915,Alameda,18540511,1130321519,,,ALAMEDA COUNTY WATER DISTRICT,,37.564605,-121.977635,1111 MOWRY AVENUE,FREMONT,94536,NOX,CAP,0.02623328,TON,2017NEI_Feb2020
1891918,Alameda,18540511,1130321519,,,ALAMEDA COUNTY WATER DISTRICT,,37.564605,-121.977635,1111 MOWRY AVENUE,FREMONT,94536,PM10-PRI,CAP,0.000578109,TON,2017NEI_Feb2020
1891920,Alameda,18540511,1130321519,,,ALAMEDA COUNTY WATER DISTRICT,,37.564605,-121.977635,1111 MOWRY AVENUE,FREMONT,94536,PM25-PRI,CAP,0.000564259,TON,2017NEI_Feb2020
1891927,Alameda,18540611,1130321539,,,GOLDEN STATE PET CREMATORIUM,,37.682786,-122.071528,2423 GROVE WAY,CASTRO VALLEY,94546,NOX,CAP,0.13294756,TON,2017NEI_Feb2020
1891930,Alameda,18540611,1130321539,,,GOLDEN STATE PET CREMATORIUM,,37.682786,-122.071528,2423 GROVE WAY,CASTRO VALLEY,94546,PM10-PRI,CAP,0.013080692,TON,2017NEI_Feb2020
1891932,Alameda,18540611,1130321539,,,GOLDEN STATE PET CREMATORIUM,,37.682786,-122.071528,2423 GROVE WAY,CASTRO VALLEY,94546,PM25-PRI,CAP,0.008549845,TON,2017NEI_Feb2020
1891953,Alameda,18540711,1130321762,,,COMPUGRAPHICS USA INC,,37.517015,-121.944948,43455 OSGOOD ROAD,FREMONT,94539,NOX,CAP,0.00298432,TON,2017NEI_Feb2020
1891956,Alameda,18540711,1130321762,,,COMPUGRAPHICS USA INC,,37.517015,-121.944948,43455 OSGOOD ROAD,FREMONT,94539,PM10-PRI,CAP,6.8487e-05,TON,2017NEI_Feb2020
